timestamp,temperature_c,precipitation,humidity,temperature_f
2025-03-12 00:00:00,9.4,0.0,70,48.92
2025-03-12 01:00:00,10.1,0.0,67,50.18
2025-03-12 02:00:00,10.2,0.0,68,50.36
2025-03-12 03:00:00,10.5,0.0,66,50.900000000000006
2025-03-12 04:00:00,10.6,0.0,66,51.08
2025-03-12 05:00:00,10.2,0.0,58,50.36
2025-03-12 06:00:00,8.9,0.0,52,48.019999999999996
2025-03-12 07:00:00,7.7,0.0,45,45.86
2025-03-12 08:00:00,6.4,0.0,43,43.52
2025-03-12 09:00:00,5.3,0.0,49,41.54
2025-03-12 10:00:00,4.5,0.0,55,40.1
2025-03-12 11:00:00,3.7,0.0,60,38.66
2025-03-12 12:00:00,3.4,0.0,63,38.12
2025-03-12 13:00:00,6.6,0.0,46,43.879999999999995
2025-03-12 14:00:00,7.2,0.0,46,44.96
2025-03-12 15:00:00,8.2,0.0,46,46.76
2025-03-12 16:00:00,9.2,0.0,44,48.56
2025-03-12 17:00:00,9.9,0.0,42,49.82
2025-03-12 18:00:00,10.4,0.0,43,50.72
2025-03-12 19:00:00,10.7,0.0,44,51.26
2025-03-12 20:00:00,10.6,0.0,46,51.08
2025-03-12 21:00:00,9.7,0.0,55,49.46
2025-03-12 22:00:00,8.3,0.0,61,46.94
2025-03-12 23:00:00,6.7,0.0,67,44.06
2025-03-13 00:00:00,5.7,0.0,71,42.26
2025-03-13 01:00:00,5.5,0.0,74,41.9
2025-03-13 02:00:00,5.4,0.0,75,41.72
2025-03-13 03:00:00,4.9,0.0,79,40.82
2025-03-13 04:00:00,4.6,0.0,84,40.28
2025-03-13 05:00:00,4.4,0.0,83,39.92
2025-03-13 06:00:00,4.3,0.0,77,39.74
2025-03-13 07:00:00,3.9,0.0,75,39.019999999999996
2025-03-13 08:00:00,3.6,0.0,74,38.480000000000004
2025-03-13 09:00:00,3.3,0.0,73,37.94
2025-03-13 10:00:00,3.3,0.0,68,37.94
2025-03-13 11:00:00,3.1,0.0,67,37.58
2025-03-13 12:00:00,3.1,0.0,68,37.58
2025-03-13 13:00:00,3.8,0.0,73,38.84
2025-03-13 14:00:00,5.5,0.0,68,41.9
2025-03-13 15:00:00,7.0,0.0,65,44.6
2025-03-13 16:00:00,8.2,0.0,59,46.76
2025-03-13 17:00:00,8.8,0.0,55,47.84
2025-03-13 18:00:00,9.1,0.0,56,48.379999999999995
2025-03-13 19:00:00,9.1,0.0,58,48.379999999999995
2025-03-13 20:00:00,9.0,0.0,59,48.2
2025-03-13 21:00:00,8.7,0.0,61,47.66
2025-03-13 22:00:00,8.1,0.0,64,46.58
2025-03-13 23:00:00,7.3,0.0,69,45.14
2025-03-14 00:00:00,6.6,0.0,72,43.879999999999995
2025-03-14 01:00:00,5.7,0.0,74,42.26
2025-03-14 02:00:00,5.1,0.0,76,41.18
2025-03-14 03:00:00,4.4,0.0,79,39.92
2025-03-14 04:00:00,3.6,0.0,83,38.480000000000004
2025-03-14 05:00:00,3.0,0.0,83,37.4
2025-03-14 06:00:00,2.7,0.0,85,36.86
2025-03-14 07:00:00,2.5,0.0,86,36.5
2025-03-14 08:00:00,2.4,0.0,85,36.32
2025-03-14 09:00:00,2.2,0.0,83,35.96
2025-03-14 10:00:00,1.9,0.0,82,35.42
2025-03-14 11:00:00,1.5,0.0,82,34.7
2025-03-14 12:00:00,1.8,0.0,81,35.24
2025-03-14 13:00:00,4.8,0.0,72,40.64
2025-03-14 14:00:00,6.5,0.0,68,43.7
2025-03-14 15:00:00,8.4,0.0,68,47.120000000000005
2025-03-14 16:00:00,10.1,0.0,67,50.18
2025-03-14 17:00:00,11.1,0.0,67,51.980000000000004
2025-03-14 18:00:00,11.3,0.0,66,52.34
2025-03-14 19:00:00,11.1,0.0,67,51.980000000000004
2025-03-14 20:00:00,10.2,0.0,69,50.36
2025-03-14 21:00:00,8.8,0.0,72,47.84
2025-03-14 22:00:00,7.7,0.0,77,45.86
2025-03-14 23:00:00,6.6,0.0,83,43.879999999999995
2025-03-15 00:00:00,5.9,0.0,89,42.620000000000005
2025-03-15 01:00:00,5.6,0.0,89,42.08
2025-03-15 02:00:00,5.4,0.0,90,41.72
2025-03-15 03:00:00,5.2,0.0,92,41.36
2025-03-15 04:00:00,5.0,0.0,93,41.0
2025-03-15 05:00:00,4.8,0.0,94,40.64
2025-03-15 06:00:00,4.6,0.0,96,40.28
2025-03-15 07:00:00,5.1,0.0,95,41.18
2025-03-15 08:00:00,5.1,0.0,97,41.18
2025-03-15 09:00:00,5.0,0.0,98,41.0
2025-03-15 10:00:00,5.1,0.0,97,41.18
2025-03-15 11:00:00,5.3,0.0,97,41.54
2025-03-15 12:00:00,5.7,0.0,96,42.26
2025-03-15 13:00:00,5.6,0.0,90,42.08
2025-03-15 14:00:00,6.1,0.0,88,42.980000000000004
2025-03-15 15:00:00,6.6,0.0,86,43.879999999999995
2025-03-15 16:00:00,7.3,0.1,85,45.14
2025-03-15 17:00:00,7.8,0.1,84,46.04
2025-03-15 18:00:00,8.4,0.0,84,47.120000000000005
2025-03-15 19:00:00,8.4,0.0,87,47.120000000000005
2025-03-15 20:00:00,8.1,0.1,90,46.58
2025-03-15 21:00:00,8.0,0.1,92,46.4
2025-03-15 22:00:00,7.7,0.0,94,45.86
2025-03-15 23:00:00,7.5,0.0,96,45.5
2025-03-16 00:00:00,7.4,0.1,98,45.32
2025-03-16 01:00:00,6.9,0.1,96,44.42
2025-03-16 02:00:00,7.0,0.0,97,44.6
2025-03-16 03:00:00,7.2,0.0,99,44.96
2025-03-16 04:00:00,7.4,0.0,100,45.32
2025-03-16 05:00:00,7.6,0.0,100,45.68
2025-03-16 06:00:00,7.9,0.0,100,46.22
2025-03-16 07:00:00,8.3,0.0,100,46.94
2025-03-16 08:00:00,9.1,0.0,99,48.379999999999995
2025-03-16 09:00:00,9.9,0.0,100,49.82
2025-03-16 10:00:00,10.2,0.0,100,50.36
2025-03-16 11:00:00,10.4,0.0,100,50.72
2025-03-16 12:00:00,10.9,0.0,100,51.620000000000005
2025-03-16 13:00:00,11.3,0.0,98,52.34
2025-03-16 14:00:00,12.0,0.0,98,53.6
2025-03-16 15:00:00,12.5,0.0,96,54.5
2025-03-16 16:00:00,12.4,0.0,95,54.32
2025-03-16 17:00:00,12.7,0.0,91,54.86
2025-03-16 18:00:00,13.3,0.0,90,55.94
2025-03-16 19:00:00,13.7,0.0,90,56.66
2025-03-16 20:00:00,13.4,0.0,90,56.120000000000005
2025-03-16 21:00:00,12.4,0.0,91,54.32
2025-03-16 22:00:00,12.7,0.0,91,54.86
2025-03-16 23:00:00,13.6,0.0,87,56.480000000000004
2025-03-17 00:00:00,13.8,0.0,87,56.84
2025-03-17 01:00:00,14.1,8.3,92,57.379999999999995
2025-03-17 02:00:00,14.0,3.7,92,57.2
2025-03-17 03:00:00,13.4,1.8,95,56.120000000000005
2025-03-17 04:00:00,12.9,1.2,98,55.22
2025-03-17 05:00:00,13.2,7.3,97,55.76
2025-03-17 06:00:00,13.3,2.8,97,55.94
2025-03-17 07:00:00,13.9,7.5,97,57.019999999999996
2025-03-17 08:00:00,13.5,5.7,97,56.3
2025-03-17 09:00:00,13.5,4.4,98,56.3
2025-03-17 10:00:00,13.3,0.5,96,55.94
2025-03-17 11:00:00,12.9,0.8,95,55.22
2025-03-17 12:00:00,12.7,2.3,95,54.86
2025-03-17 13:00:00,13.5,0.1,94,56.3
2025-03-17 14:00:00,13.9,0.1,94,57.019999999999996
2025-03-17 15:00:00,14.7,0.0,89,58.46
2025-03-17 16:00:00,14.3,0.0,87,57.74
2025-03-17 17:00:00,14.7,0.0,76,58.46
2025-03-17 18:00:00,13.7,0.0,71,56.66
2025-03-17 19:00:00,12.7,0.0,65,54.86
2025-03-17 20:00:00,12.5,0.0,59,54.5
2025-03-17 21:00:00,11.2,0.0,56,52.16
2025-03-17 22:00:00,10.3,0.0,55,50.540000000000006
2025-03-17 23:00:00,8.9,0.0,57,48.019999999999996
2025-03-18 00:00:00,7.3,0.0,60,45.14
2025-03-18 01:00:00,6.5,0.0,66,43.7
2025-03-18 02:00:00,5.3,0.0,67,41.54
2025-03-18 03:00:00,4.2,0.0,68,39.56
2025-03-18 04:00:00,3.4,0.0,68,38.12
2025-03-18 05:00:00,2.8,0.0,67,37.04
2025-03-18 06:00:00,2.4,0.0,65,36.32
2025-03-18 07:00:00,2.0,0.0,64,35.6
2025-03-18 08:00:00,1.8,0.0,63,35.24
2025-03-18 09:00:00,1.5,0.0,62,34.7
2025-03-18 10:00:00,1.3,0.0,63,34.34
2025-03-18 11:00:00,1.0,0.0,63,33.8
2025-03-18 12:00:00,1.4,0.0,61,34.52
2025-03-18 13:00:00,3.0,0.0,56,37.4
2025-03-18 14:00:00,4.6,0.0,54,40.28
2025-03-18 15:00:00,6.5,0.0,49,43.7
2025-03-18 16:00:00,8.5,0.0,45,47.3
2025-03-18 17:00:00,10.3,0.0,42,50.540000000000006
2025-03-18 18:00:00,11.7,0.0,40,53.06
2025-03-18 19:00:00,12.8,0.0,40,55.040000000000006
2025-03-18 20:00:00,13.4,0.0,40,56.120000000000005
2025-03-18 21:00:00,13.7,0.0,38,56.66
2025-03-18 22:00:00,13.7,0.0,39,56.66
2025-03-18 23:00:00,12.4,0.0,50,54.32
2025-03-19 00:00:00,10.9,0.0,56,51.620000000000005
2025-03-19 01:00:00,9.5,0.0,67,49.1
2025-03-19 02:00:00,8.7,0.0,68,47.66
2025-03-19 03:00:00,8.1,0.0,67,46.58
2025-03-19 04:00:00,7.6,0.0,69,45.68
2025-03-19 05:00:00,6.7,0.0,72,44.06
2025-03-19 06:00:00,6.5,0.0,70,43.7
2025-03-19 07:00:00,5.9,0.0,71,42.620000000000005
2025-03-19 08:00:00,5.1,0.0,76,41.18
2025-03-19 09:00:00,4.6,0.0,79,40.28
2025-03-19 10:00:00,4.3,0.0,83,39.74
2025-03-19 11:00:00,4.0,0.0,85,39.2
2025-03-19 12:00:00,4.6,0.0,81,40.28
2025-03-19 13:00:00,6.0,0.0,79,42.8
2025-03-19 14:00:00,8.5,0.0,69,47.3
2025-03-19 15:00:00,10.3,0.0,57,50.540000000000006
2025-03-19 16:00:00,11.5,0.0,51,52.7
2025-03-19 17:00:00,12.1,0.0,47,53.78
2025-03-19 18:00:00,12.0,0.0,46,53.6
2025-03-19 19:00:00,11.6,0.0,47,52.879999999999995
2025-03-19 20:00:00,11.2,0.0,48,52.16
2025-03-19 21:00:00,10.2,0.0,56,50.36
2025-03-19 22:00:00,9.1,0.0,63,48.379999999999995
2025-03-19 23:00:00,7.7,0.0,71,45.86
